作品Id,专辑名,作者,urlId,专辑链接,标签,作者主页链接,播放量,专辑集数,专辑描述,是否付费,价格,排名
4615999,《斗破苍穹》20亿网络点击神作,暮玖Ayla,youshengshu/4615999/,https://www.ximalaya.com/youshengshu/4615999/,有声书,https://www.ximalaya.com/zhubo/16945541/,167195408,1190,超级IP改编有声剧，玄幻网文至尊经典小说！ 网络总点击20亿次！各大网络文学榜单NO.1大满贯之作！ 天蚕土豆斗气小说定鼎神作，有声演绎斗帝萧炎的旷世热血传奇史诗！ 文字版权方：阅文听书,True,0.20喜点/集,11
15745662,马东的职场B计划,米未MeWe,jiaoyu/15745662/,https://www.ximalaya.com/jiaoyu/15745662/,教育培训,https://www.ximalaya.com/zhubo/49265909/,15343386,138,加倍努力，宣扬想上位，学会跟工作死磕；厚黑钻营，鼓吹想成功，学会受得了委屈。...,True,198.00喜点,12
14809289,安宁老师的日语课【0-N1】,安宁老师,waiyu/14809289/,https://www.ximalaya.com/waiyu/14809289/,外语,https://www.ximalaya.com/zhubo/110425664/,520055,390,新东方金牌名师亲授 零基础到N1系统学日语 本课程运用“日语新思维”（利用汉语的母语优势学日语），教你轻松记忆日语单词、搞懂语法结构，从而系统地学习日语，从零基础升级N1水平，是一门让你“笑着进去,True,998.00喜点,13
19326274,《明朝败家子》爆笑|没羞没臊的败家生活,有声的紫襟,youshengshu/19326274/,https://www.ximalaya.com/youshengshu/19326274/,有声书,https://www.ximalaya.com/zhubo/1266964/,26150204,323,【内容简介】 爆笑穿越，没羞没臊的明朝公子败家人生！弘治十一年。这是一个美好的清晨。此时朱厚照初成年。此时王守仁和唐伯虎磨刀霍霍，预备科举。此时小冰河期已经来临，绵长的严寒肆虐着大地。此时在南和伯,True,0.15喜点/集,14
8695127,最强弃少【头陀渊】,头陀渊讲故事,youshengshu/8695127/,https://www.ximalaya.com/youshengshu/8695127/,有声书,https://www.ximalaya.com/zhubo/10778196/,181176869,1419,【强烈推荐】 ● 独一无二的都市修真 ● 千万点击，起点榜单作品 ● 主播头陀渊为你倾力奉献 【内容简介】 叶默蓦然清醒过来的时候，才发现周围的一切似乎都变了，美女师父也不,True,0.30喜点/集,15
15907135,老炮儿崔哥侃美国,北美崔哥,toutiao/15907135/,https://www.ximalaya.com/toutiao/15907135/,头条,https://www.ximalaya.com/zhubo/38562389/,105511752,101,在美国夫妻吵架为什么不能打 911？在美国被人撞了为什么不能下车？你在嘲讽美国人...,True,,16
12610571,《我的老千生涯（付费版）》紫襟故事,有声的紫襟,youshengshu/12610571/,https://www.ximalaya.com/youshengshu/12610571/,有声书,https://www.ximalaya.com/zhubo/1266964/,259298370,2351,本专辑为《我的老千生涯》提前收听付费专辑，每集0.15元。 【故事简介】 在赌局上，生手怕熟手，熟手怕高手，高手怕千手，千手怕失手，所谓十赌九骗，唯一不骗你的一次是为钓你的鱼。千中有千,True,0.15喜点/集,17
15355053,郑渊洁家庭教育课,郑渊洁,ertong/15355053/,https://www.ximalaya.com/ertong/15355053/,儿童,https://www.ximalaya.com/zhubo/25894523/,120174,41,郑渊洁首次公开分享私密家教心法 自己在家教儿子、女儿在学校成学霸，郑渊洁在子女和父母、学生和师长、家庭和社会、营养和健康这些育儿核心环节所积累的经验和方法论，适用于很多家庭。希望通过这样的,True,119.00喜点,18
4345263,马东携奇葩天团亲授“好好说话”,米未MeWe,jiaoyu/4345263/,https://www.ximalaya.com/jiaoyu/4345263/,教育培训,https://www.ximalaya.com/zhubo/49265909/,75142721,278,马东携奇葩天团出品的精品课程《好好说话》在喜马拉雅开课每天1元，每天1招避开沟...,True,198.00喜点,19
20120977,齐善鸿讲《道德经》,问鼎喜玛,renwen/20120977/,https://www.ximalaya.com/renwen/20120977/,人文,https://www.ximalaya.com/zhubo/146641168/,1148312,26,《道德经》被誉为东方圣经，不仅在中国，更在世界范围内都享有盛誉，然而它的难度...,True,199.00喜点,20
